,Unnamed: 0,id,name,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,meters_estimated_diameter,orbit_id,orbit_class_type,perihelion_distance,aphelion_distance,first_observation_date,last_observation_date,orbit_class_description,volume (m^3)
20319,20319,3843058,(2019 MN2),-0.6384517315119099,False,0,1.5446091716732978e-36,7,1,2.100359312727578,0.04593297793746052,2019-06-29,2019-07-07,3,1.1977498956249287e-100
20320,20320,3843062,(2019 MQ2),-0.6383490773582913,False,0,1.5446091716732978e-36,11,1,1.3641769004610826,0.04511475804414128,2019-06-30,2019-07-05,3,1.1977498956249287e-100
20321,20321,3843059,(2019 MR2),-0.6383832954094975,False,0,1.5446091716732978e-36,2,0,2.2402629907701135,0.044289808562659856,2019-06-30,2019-07-02,1,1.1977498956249287e-100
20322,20322,3843060,(2019 MS2),-0.6382692352388101,False,0,1.5446091716732978e-36,4,0,2.167020353288617,0.046418023034749914,2019-06-10,2019-07-03,1,1.1977498956249287e-100
20323,20323,3843063,(2019 MT2),-0.6380981449827788,False,1,1.5446091716732978e-36,8,1,2.0369421734788067,0.04598803471139391,2019-06-30,2019-07-07,3,1.1977498956249287e-100
20324,20324,3843065,(2019 MC3),-0.6382578292217412,False,0,1.5446091716732978e-36,3,0,2.250550685821726,0.046110501266477096,2019-06-30,2019-07-02,1,1.1977498956249287e-100
20325,20325,3843079,(2019 MD3),-0.6382350171876038,False,0,1.5446091716732978e-36,2,0,2.212524906481527,0.046285845569969085,2019-06-30,2019-07-02,1,1.1977498956249287e-100
20326,20326,3843080,(2019 ME3),-0.6383490773582913,False,0,1.5446091716732978e-36,2,0,2.1703856005071787,0.04625234201240004,2019-05-09,2019-07-02,1,1.1977498956249287e-100
20327,20327,3843082,(2019 MF3),-0.6385087615972537,False,0,1.5446091716732978e-36,9,1,1.94922860682836,0.044647043635198363,2019-06-10,2019-12-03,3,1.1977498956249287e-100
20328,20328,3843083,(2019 MG3),-0.6384517315119099,False,0,1.5446091716732978e-36,7,0,2.391940860747476,0.04686830188494459,2019-06-28,2019-09-19,1,1.1977498956249287e-100
20329,20329,3843086,(2019 ML3),-0.63836048337536,False,0,1.5446091716732978e-36,7,0,2.2496095554267486,0.046897679517757196,2019-06-29,2019-07-08,1,1.1977498956249287e-100
20330,20330,3843089,(2019 MR3),-0.6385201676143224,False,0,1.5446091716732978e-36,5,0,2.4697093472788927,0.04400367084807616,2019-06-30,2019-07-10,1,1.1977498956249287e-100
20331,20331,3843090,(2019 MS3),-0.6387939120239722,True,0,1.5446091716732978e-36,21,1,1.7593201803460488,0.04726651326139743,2019-05-27,2020-02-02,3,1.1977498956249287e-100
20332,20332,3843098,(2019 MT3),-0.6385087615972537,False,0,1.5446091716732978e-36,3,1,1.888161447335254,0.04422185805205736,2019-06-28,2019-07-03,3,1.1977498956249287e-100
20333,20333,3843100,(2019 MV3),-0.6387790842017829,False,0,1.5446091716732978e-36,30,0,2.5669067630172755,0.046402570570045626,2012-11-07,2019-12-22,1,1.1977498956249287e-100
20334,20334,3843101,(2019 MW3),-0.6386114157508723,False,0,1.5446091716732978e-36,11,0,2.6372826425495486,0.04621157568802894,2019-06-30,2019-09-21,1,1.1977498956249287e-100
20335,20335,3843105,(2019 MX3),-0.6385771976996661,False,0,1.5446091716732978e-36,9,0,2.6222264854767774,0.046357759402524214,2019-06-30,2019-09-19,1,1.1977498956249287e-100
20336,20336,3843111,(2019 MY3),-0.6382578292217412,False,0,1.5446091716732978e-36,10,0,2.224125317397383,0.04600426961471463,2019-06-28,2019-08-08,1,1.1977498956249287e-100
20337,20337,3843117,(2019 MZ3),-0.6385201676143224,False,0,1.5446091716732978e-36,6,1,1.4566055268290363,0.04700267753773876,2019-06-30,2019-07-15,3,1.1977498956249287e-100
20338,20338,3843172,(2019 MB4),-0.6381437690510539,False,0,1.5446091716732978e-36,6,0,2.1505925691630265,0.04605155182158296,2019-06-29,2019-07-10,1,1.1977498956249287e-100
20339,20339,3843061,(2019 NA),-0.638622821767941,True,0,1.5446091716732978e-36,9,1,1.9071683580837433,0.04612374671275812,2019-06-07,2019-11-03,3,1.1977498956249287e-100
20340,20340,3843081,(2019 NC),-0.6383376713412225,False,0,1.5446091716732978e-36,3,0,2.2454204213960605,0.047503694933704876,2019-05-07,2019-08-05,1,1.1977498956249287e-100
20341,20341,3843084,(2019 NF),-0.6386684458362161,False,0,1.5446091716732978e-36,3,0,2.64934729602269,0.04604000219022787,2019-05-30,2019-07-26,1,1.1977498956249287e-100
20342,20342,3843085,(2019 NG),-0.6383376713412225,False,0,1.5446091716732978e-36,5,0,2.237644392542146,0.04379405116982351,2019-06-25,2019-07-10,1,1.1977498956249287e-100
20343,20343,3843087,(2019 NJ),-0.6384175134607037,False,0,1.5446091716732978e-36,5,0,2.1615662203685035,0.04348635967180582,2019-07-01,2019-07-02,1,1.1977498956249287e-100
20344,20344,3843088,(2019 NO),-0.6386798518532848,False,0,1.5446091716732978e-36,9,0,2.6099899880711366,0.04751402444803149,2019-06-25,2019-07-25,1,1.1977498956249287e-100
20345,20345,3843097,(2019 NP),-0.6382122051534663,False,0,1.5446091716732978e-36,2,0,2.2626247344499943,0.045739646671597196,2019-07-01,2019-07-03,1,1.1977498956249287e-100
20346,20346,3843099,(2019 NQ),-0.6380753329486414,False,0,1.5446091716732978e-36,6,0,2.1541807356872003,0.0461478169033505,2019-07-02,2019-07-14,1,1.1977498956249287e-100
20347,20347,3843103,(2019 NT),-0.6385543856655286,False,0,1.5446091716732978e-36,7,0,2.280307098741755,0.046831901222917756,2019-06-30,2019-07-12,1,1.1977498956249287e-100
20348,20348,3843102,(2019 NU),-0.6385201676143224,False,0,1.5446091716732978e-36,6,0,2.184984730177719,0.04446387544172459,2019-06-02,2019-09-21,1,1.1977498956249287e-100
20349,20349,3843104,(2019 NV),-0.6389193782117284,False,0,1.5446091716732978e-36,12,0,2.6304363340709562,0.046185726659588686,2017-01-02,2020-01-24,1,1.1977498956249287e-100
20350,20350,3843106,(2019 NB1),-0.6384973555801849,False,0,1.5446091716732978e-36,2,0,2.473325878508231,0.04610828657943315,2019-07-01,2019-07-04,1,1.1977498956249287e-100
20351,20351,3843107,(2019 NC1),-0.6386570398191473,False,0,1.5446091716732978e-36,104,2,1.9271461487986326,0.04304617741288565,2014-07-27,2021-09-29,2,1.1977498956249287e-100
20352,20352,3843108,(2019 NE1),-0.6386570398191473,False,0,1.5446091716732978e-36,15,1,2.067266803461557,0.04461095507298893,2014-06-24,2020-01-28,3,1.1977498956249287e-100
20353,20353,3843110,(2019 NF1),-0.63836048337536,False,0,1.5446091716732978e-36,4,2,1.8598675769106947,0.04292215150918409,2019-07-02,2019-07-13,2,1.1977498956249287e-100
20354,20354,3843112,(2019 NJ1),-0.6385315736313911,False,0,1.5446091716732978e-36,6,0,2.246481328154702,0.04653956124968978,2019-07-03,2019-09-30,1,1.1977498956249287e-100
20355,20355,3843113,(2019 NK1),-0.6376989343853728,False,1,1.5446091716732978e-36,3,1,2.042059288732949,0.04502997078904996,2019-07-04,2019-07-08,3,1.1977498956249287e-100
20356,20356,3843114,(2019 NL1),-0.637961272777954,False,0,1.5446091716732978e-36,3,0,2.1703801259184883,0.04601592091309514,2019-07-04,2019-07-08,1,1.1977498956249287e-100
20357,20357,3843115,(2019 NM1),-0.6387254759215597,False,0,1.5446091716732978e-36,16,1,1.8576750295478788,0.04457430922814515,2019-07-02,2020-03-04,3,1.1977498956249287e-100
20358,20358,3843116,(2019 NN1),-0.6382806412558788,False,0,1.5446091716732978e-36,4,1,2.012326524106534,0.04414703467198046,2019-07-02,2019-07-10,3,1.1977498956249287e-100
20359,20359,3843118,(2019 NO1),-0.6386456338020785,False,0,1.5446091716732978e-36,4,1,1.6385683993736297,0.044505906988858944,2019-07-03,2019-07-24,3,1.1977498956249287e-100
20360,20360,3843119,(2019 NP1),-0.6382464232046725,False,0,1.5446091716732978e-36,2,1,1.889429470730147,0.04472632506367879,2019-07-03,2019-07-05,3,1.1977498956249287e-100
20361,20361,3843121,(2019 NT1),-0.6380525209145039,False,0,1.5446091716732978e-36,3,0,2.1528081886924637,0.04355968141242539,2019-07-03,2019-07-08,1,1.1977498956249287e-100
20362,20362,3843122,(2019 NU1),-0.6383832954094975,False,0,1.5446091716732978e-36,4,1,1.9234245423394805,0.04691801416857082,2019-07-03,2019-07-10,3,1.1977498956249287e-100
20363,20363,3843123,(2019 NV1),-0.6383947014265662,False,0,1.5446091716732978e-36,2,0,2.23881965043599,0.04601981063551283,2019-07-03,2019-07-05,1,1.1977498956249287e-100
20364,20364,3843124,(2019 NW1),-0.638314859307085,False,0,1.5446091716732978e-36,3,0,2.2176609683916944,0.046423939289625175,2019-07-03,2019-08-04,1,1.1977498956249287e-100
20365,20365,3843125,(2019 NX1),-0.6379498667608852,False,0,1.5446091716732978e-36,5,1,2.143823119821576,0.046997081936133646,2019-07-04,2019-07-08,3,1.1977498956249287e-100
20366,20366,3843126,(2019 NY1),-0.6382122051534663,False,0,1.5446091716732978e-36,2,1,2.1054404303971275,0.045424261574530105,2019-07-03,2019-07-05,3,1.1977498956249287e-100
20367,20367,3843127,(2019 NZ1),-0.6382920472729475,False,0,1.5446091716732978e-36,12,0,2.3231125925102196,0.04404216092113347,2019-07-03,2019-09-22,1,1.1977498956249287e-100
20368,20368,3843128,(2019 NA2),-0.6387357413369217,True,0,1.5446091716732978e-36,3,1,1.6746561873322217,0.045999703690142016,2019-05-29,2019-11-05,3,1.1977498956249287e-100
20369,20369,3843129,(2019 NB2),-0.638714069904491,False,0,1.5446091716732978e-36,5,0,2.60443026182574,0.04613991120947649,2019-07-03,2019-09-04,1,1.1977498956249287e-100
20370,20370,3843130,(2019 ND2),-0.6382806412558788,False,0,1.5446091716732978e-36,3,0,2.268028027111177,0.04506752428138136,2019-07-01,2019-07-08,1,1.1977498956249287e-100
20371,20371,3843131,(2019 NE2),-0.6387026638874223,True,0,1.5446091716732978e-36,11,1,1.4947586785152716,0.046010795680933206,2019-05-31,2022-02-11,3,1.1977498956249287e-100
20372,20372,3843132,(2019 NF2),-0.6386878360652329,False,0,1.5446091716732978e-36,13,0,2.4926546534832807,0.0462942938041671,2019-06-03,2019-11-01,1,1.1977498956249287e-100
20373,20373,3843136,(2019 NG2),-0.6383718893924287,False,0,1.5446091716732978e-36,4,2,1.4076464218372933,0.04333756727059816,2019-06-28,2019-07-10,2,1.1977498956249287e-100
20374,20374,3843134,(2019 NH2),-0.6388212864649372,False,0,1.5446091716732978e-36,11,1,1.8379208656833357,0.044655870407047715,2016-07-17,2022-03-10,3,1.1977498956249287e-100
20375,20375,3843135,(2019 NJ2),-0.6382692352388101,False,0,1.5446091716732978e-36,2,1,1.8291921922697139,0.04511679099342444,2019-06-29,2019-07-05,3,1.1977498956249287e-100
20376,20376,3843137,(2019 NK2),-0.6383718893924287,False,0,1.5446091716732978e-36,5,1,1.810463562239452,0.04488772315746817,2019-07-01,2019-07-09,3,1.1977498956249287e-100
20377,20377,3843133,(2019 NL2),-0.6382806412558788,False,0,1.5446091716732978e-36,4,1,1.9050394557613617,0.044475244230414185,2019-07-04,2019-07-09,3,1.1977498956249287e-100
20378,20378,3843138,(2019 NM2),-0.6382350171876038,False,0,1.5446091716732978e-36,2,0,2.258323689467349,0.04394100108584224,2019-06-30,2019-07-05,1,1.1977498956249287e-100
20379,20379,3843139,(2019 NN2),-0.6382122051534663,False,0,1.5446091716732978e-36,3,1,2.0661266416831436,0.046844166986449484,2019-07-04,2019-07-06,3,1.1977498956249287e-100
20380,20380,3843140,(2019 NO2),-0.6378814306584728,False,1,1.5446091716732978e-36,3,1,2.120327311575858,0.04666665568927301,2019-07-05,2019-07-09,3,1.1977498956249287e-100
20381,20381,3843141,(2019 NW2),-0.6380753329486414,False,0,1.5446091716732978e-36,6,0,2.1744357026719676,0.04678242074620528,2019-07-02,2019-08-12,1,1.1977498956249287e-100
20382,20382,3843158,(2019 NX2),-0.6386981014805948,False,0,1.5446091716732978e-36,17,1,1.5154924466440027,0.04596183506153183,2013-03-20,2022-03-13,3,1.1977498956249287e-100
20383,20383,3843155,(2019 NY2),-0.6386912578703535,True,0,1.5446091716732978e-36,9,1,2.086056021265668,0.045494023201850746,2019-05-09,2020-01-17,3,1.1977498956249287e-100
20384,20384,3843156,(2019 NZ2),-0.6386330871833029,False,0,1.5446091716732978e-36,13,0,2.4854785363929977,0.046332505304622455,2019-07-01,2019-11-17,1,1.1977498956249287e-100
20385,20385,3843157,(2019 NA3),-0.6382920472729475,False,0,1.5446091716732978e-36,2,0,2.3941764770689664,0.04612271529468395,2019-07-03,2019-07-06,1,1.1977498956249287e-100
20386,20386,3843159,(2019 NB3),-0.6384631375289787,False,0,1.5446091716732978e-36,5,0,2.293075166332155,0.04619868896390732,2019-07-04,2019-07-25,1,1.1977498956249287e-100
20387,20387,3843171,(2019 NN3),-0.6382920472729475,False,0,1.5446091716732978e-36,8,0,2.1521297463104263,0.04604967935404352,2019-05-31,2019-07-10,1,1.1977498956249287e-100
20388,20388,3843174,(2019 NO3),-0.6389307842287971,False,0,1.5446091716732978e-36,13,1,1.9052551889007314,0.04747721429777387,2019-07-05,2019-08-21,3,1.1977498956249287e-100
20389,20389,3843173,(2019 NP3),-0.6388247082700578,False,0,1.5446091716732978e-36,17,0,2.6058406127346108,0.04600467674373232,2016-07-07,2022-03-24,1,1.1977498956249287e-100
20390,20390,3843176,(2019 NQ3),-0.6386000097338036,False,0,1.5446091716732978e-36,6,0,2.6370748881702566,0.04651277766955243,2019-05-29,2019-09-06,1,1.1977498956249287e-100
20391,20391,3843175,(2019 NR3),-0.6381095509998477,False,0,1.5446091716732978e-36,3,1,2.049627745908257,0.043047948724520564,2019-06-25,2019-07-09,3,1.1977498956249287e-100
20392,20392,3843177,(2019 NW3),-0.6384745435460474,False,0,1.5446091716732978e-36,3,2,1.6909032557802273,0.043180857823343376,2019-07-05,2019-07-25,2,1.1977498956249287e-100
20393,20393,3843178,(2019 NL4),-0.6381437690510539,False,1,1.5446091716732978e-36,4,1,1.918697183529353,0.04624128862920576,2019-07-04,2019-07-10,3,1.1977498956249287e-100
20394,20394,3843179,(2019 NM4),-0.6383832954094975,False,0,1.5446091716732978e-36,3,1,2.102798276770744,0.04555592275349871,2019-07-06,2019-07-09,3,1.1977498956249287e-100
20395,20395,3843180,(2019 NN4),-0.6381665810851913,False,0,1.5446091716732978e-36,11,0,2.1634457785351975,0.04431310190491991,2019-05-08,2019-08-20,1,1.1977498956249287e-100
20396,20396,3843182,(2019 NO4),-0.6386000097338036,True,0,1.5446091716732978e-36,8,1,1.5386488075993106,0.045483616561256685,2019-07-06,2019-07-19,3,1.1977498956249287e-100
20397,20397,3843181,(2019 NP4),-0.6383490773582913,False,0,1.5446091716732978e-36,2,0,2.285362180414314,0.04361045368742559,2019-07-06,2019-07-08,1,1.1977498956249287e-100
20398,20398,3843183,(2019 NV4),-0.6385886037167349,False,0,1.5446091716732978e-36,4,0,2.6100362780437907,0.04650423358673173,2019-06-25,2019-08-05,1,1.1977498956249287e-100
20399,20399,3843184,(2019 NW4),-0.6385315736313911,False,0,1.5446091716732978e-36,6,0,2.384099629305914,0.04663270358082104,2019-07-01,2019-09-20,1,1.1977498956249287e-100
20400,20400,3843209,(2019 NX4),-0.6387026638874223,False,0,1.5446091716732978e-36,2,1,1.5333002589027833,0.04601170342433667,2019-06-22,2019-07-09,3,1.1977498956249287e-100
20401,20401,3843211,(2019 NY4),-0.6385543856655286,False,0,1.5446091716732978e-36,2,2,1.6698070771946836,0.04335999503708562,2019-07-07,2019-07-09,2,1.1977498956249287e-100
20402,20402,3843207,(2019 NZ4),-0.6386912578703535,False,0,1.5446091716732978e-36,3,1,1.8743962092870459,0.04415026706109372,2012-05-18,2019-07-09,3,1.1977498956249287e-100
20403,20403,3843210,(2019 NA5),-0.6387026638874223,False,0,1.5446091716732978e-36,3,1,1.4021338669991863,0.04535974630446381,2019-07-02,2019-08-04,3,1.1977498956249287e-100
20404,20404,3843208,(2019 NB5),-0.6387939120239722,False,0,1.5446091716732978e-36,8,2,1.4819742280148156,0.04357517260118234,2014-06-06,2019-10-19,2,1.1977498956249287e-100
20405,20405,3843212,(2019 NJ5),-0.6384631375289787,False,0,1.5446091716732978e-36,36,0,2.254404921694377,0.04455580200849323,2019-06-30,2019-12-04,1,1.1977498956249287e-100
20406,20406,3843213,(2019 NK5),-0.6385201676143224,False,0,1.5446091716732978e-36,9,0,2.4632069614202234,0.04649439068737963,2019-07-05,2019-09-20,1,1.1977498956249287e-100
20407,20407,3843216,(2019 NM5),-0.6380183028632976,False,0,1.5446091716732978e-36,5,1,2.1008339367415845,0.04632089073315176,2019-06-30,2019-07-12,3,1.1977498956249287e-100
20408,20408,3843224,(2019 NP5),-0.637961272777954,False,1,1.5446091716732978e-36,5,2,1.5754390681859824,0.042793242343208575,2019-07-06,2019-07-14,2,1.1977498956249287e-100
20409,20409,3843225,(2019 NQ5),-0.6382464232046725,False,0,1.5446091716732978e-36,2,2,1.6584281976431865,0.04340674173667693,2019-07-08,2019-07-10,2,1.1977498956249287e-100
20410,20410,3843276,(2019 NW5),-0.6383947014265662,False,0,1.5446091716732978e-36,5,1,1.7308777565967888,0.04465060196529948,2019-07-09,2019-07-14,3,1.1977498956249287e-100
20411,20411,3843278,(2019 NX5),-0.6377901825219228,False,1,1.5446091716732978e-36,3,2,1.8511312890109388,0.04277641960001022,2019-07-04,2019-07-11,2,1.1977498956249287e-100
20412,20412,3843277,(2019 NY5),-0.6384973555801849,False,0,1.5446091716732978e-36,4,1,1.9963529798822,0.04536570318855406,2019-07-08,2019-08-04,3,1.1977498956249287e-100
20413,20413,3843280,(2019 NF6),-0.6388167240581097,False,0,1.5446091716732978e-36,4,1,1.3295147929661257,0.04704962474590551,2019-07-03,2019-08-02,3,1.1977498956249287e-100
20414,20414,3843281,(2019 NG6),-0.6388737541434534,False,0,1.5446091716732978e-36,4,1,1.4394955493095247,0.04716388554279747,2019-07-07,2019-07-12,3,1.1977498956249287e-100
20415,20415,3843282,(2019 NH6),-0.6382692352388101,False,0,1.5446091716732978e-36,2,0,2.2796545310251632,0.043138280312759576,2019-07-06,2019-07-11,1,1.1977498956249287e-100
20416,20416,3843283,(2019 NJ6),-0.6384289194777725,False,0,1.5446091716732978e-36,11,0,2.416726142083731,0.04607497985682754,2019-07-02,2019-10-05,1,1.1977498956249287e-100
20417,20417,3843294,(2019 NK6),-0.6384973555801849,False,0,1.5446091716732978e-36,3,0,2.2808319082269795,0.04621517610956333,2019-06-10,2019-07-12,1,1.1977498956249287e-100
20418,20418,3843295,(2019 NL6),-0.6385886037167349,False,0,1.5446091716732978e-36,12,2,1.6146204151187176,0.04317340618689179,2019-07-10,2019-08-10,2,1.1977498956249287e-100
20419,20419,3843302,(2019 NS6),-0.6384403254948412,False,0,1.5446091716732978e-36,4,0,2.2089345970856984,0.04512814651346431,2019-07-10,2019-08-05,1,1.1977498956249287e-100
20420,20420,3843303,(2019 NT6),-0.638759693972766,False,0,1.5446091716732978e-36,24,0,2.5903743700106716,0.046152271274387216,2006-10-21,2019-12-25,1,1.1977498956249287e-100
20421,20421,3843306,(2019 NW6),-0.638759693972766,False,0,1.5446091716732978e-36,3,0,2.2936581008707977,0.04719145017494835,2019-07-11,2019-08-04,1,1.1977498956249287e-100
20422,20422,3843307,(2019 NX6),-0.6386114157508723,False,0,1.5446091716732978e-36,14,1,2.0892903883049327,0.04598538133416355,2019-05-15,2019-08-30,3,1.1977498956249287e-100
20423,20423,3843316,(2019 NA7),-0.6387825060069034,False,0,1.5446091716732978e-36,7,1,1.82062923924549,0.04708136662207448,2019-07-13,2020-04-11,3,1.1977498956249287e-100
20424,20424,3843317,(2019 NB7),-0.6379840848120915,False,0,1.5446091716732978e-36,2,1,1.9192062579085036,0.04524711350893746,2019-07-15,2019-07-16,3,1.1977498956249287e-100
20425,20425,3843318,(2019 NC7),-0.638587463115028,False,0,1.5446091716732978e-36,12,2,1.5108063148648465,0.0437775569144684,2019-07-13,2021-09-12,2,1.1977498956249287e-100
20426,20426,3843319,(2019 ND7),-0.6386684458362161,True,0,1.5446091716732978e-36,8,1,1.5099457192249974,0.04448891602137455,2019-07-07,2020-03-04,3,1.1977498956249287e-100
20427,20427,3843322,(2019 NF7),-0.6379042426926103,False,1,1.5446091716732978e-36,2,1,2.1415097866506114,0.04687081655340832,2019-07-09,2019-07-10,3,1.1977498956249287e-100
20428,20428,3843323,(2019 NG7),-0.6385560965680889,False,0,1.5446091716732978e-36,2,0,2.4854038761664112,0.04455083018416681,2019-07-05,2019-07-06,1,1.1977498956249287e-100
20429,20429,3843325,(2019 NJ7),-0.6389125346014871,False,0,1.5446091716732978e-36,8,1,1.8669802944744662,0.0447705901367436,2012-05-14,2020-03-19,3,1.1977498956249287e-100
20430,20430,3843459,(2019 NN7),-0.638911850240463,False,0,1.5446091716732978e-36,3,1,1.8618084401720632,0.04582971612996774,2019-07-15,2019-07-16,3,1.1977498956249287e-100
20431,20431,54013534,(2019 NN36),-0.6388509421093159,False,0,1.5446091716732978e-36,12,1,1.8739472404836224,0.0450842566660038,2015-06-13,2022-04-14,3,1.1977498956249287e-100
20432,20432,3843324,(2019 OB),-0.6381574562715363,False,0,1.5446091716732978e-36,4,1,2.00730538434546,0.04326073980599311,2019-07-17,2019-07-21,3,1.1977498956249287e-100
20433,20433,3843328,(2019 OD),-0.6384403254948412,False,0,1.5446091716732978e-36,10,1,1.6988205116416233,0.04695117036332728,2019-07-05,2019-07-25,3,1.1977498956249287e-100
20434,20434,3843329,(2019 OE),-0.638223611170535,False,0,1.5446091716732978e-36,4,1,1.8918328451846114,0.04409266132224211,2019-07-20,2019-07-23,3,1.1977498956249287e-100
20435,20435,3843332,(2019 OG),-0.6385543856655286,False,0,1.5446091716732978e-36,21,0,2.2547009206602713,0.04632156408467987,2019-07-16,2019-09-27,1,1.1977498956249287e-100
20436,20436,3843335,(2019 OJ),-0.6389650022800034,False,0,1.5446091716732978e-36,11,1,1.868955585339668,0.04802364510174105,2019-07-17,2020-01-24,3,1.1977498956249287e-100
20437,20437,3843336,(2019 OK),-0.6384517315119099,False,0,1.5446091716732978e-36,7,1,1.4826908559635665,0.04629047551427482,2017-02-21,2019-07-25,3,1.1977498956249287e-100
20438,20438,3843339,(2019 OL),-0.6381551750681226,False,0,1.5446091716732978e-36,10,0,2.1660060128376952,0.044504472476685965,2019-07-24,2019-08-21,1,1.1977498956249287e-100
20439,20439,3843340,(2019 OM),-0.6385315736313911,False,0,1.5446091716732978e-36,13,2,1.598334388061863,0.04315437682769131,2019-06-01,2019-08-19,2,1.1977498956249287e-100
20440,20440,3843342,(2019 ON),-0.6382350171876038,False,0,1.5446091716732978e-36,3,2,1.9231585663957285,0.04303371851073583,2019-07-06,2019-07-25,2,1.1977498956249287e-100
20441,20441,3843341,(2019 OO),-0.6386912578703535,True,0,1.5446091716732978e-36,17,1,1.8550674930846647,0.045415256887072035,2019-07-05,2022-01-26,3,1.1977498956249287e-100
20442,20442,3843343,(2019 OQ),-0.6383832954094975,False,0,1.5446091716732978e-36,2,1,2.1145308760061656,0.044794295488580535,2019-07-24,2019-07-25,3,1.1977498956249287e-100
20443,20443,3843348,(2019 OT),-0.638759693972766,True,0,1.5446091716732978e-36,16,1,1.8027531367785834,0.04564555960930122,2019-07-24,2021-01-15,3,1.1977498956249287e-100
20444,20444,3843349,(2019 OU),-0.6384745435460474,False,0,1.5446091716732978e-36,5,1,2.099272097555323,0.04556386059994022,2019-07-24,2019-08-19,3,1.1977498956249287e-100
20445,20445,3843350,(2019 OW),-0.6384517315119099,False,0,1.5446091716732978e-36,5,1,2.1266284277174794,0.04321367240512358,2019-07-24,2020-01-16,3,1.1977498956249287e-100
20446,20446,3843354,(2019 OX),-0.6383718893924287,False,0,1.5446091716732978e-36,4,1,2.0339916421083455,0.04430796145461379,2019-07-25,2019-08-01,3,1.1977498956249287e-100
20447,20447,3843353,(2019 OY),-0.6383718893924287,False,0,1.5446091716732978e-36,3,0,2.295186717761868,0.04669044157274961,2019-06-28,2019-08-28,1,1.1977498956249287e-100
20448,20448,3843352,(2019 OZ),-0.638759693972766,False,0,1.5446091716732978e-36,19,0,2.5133618736057413,0.04633975655087526,2019-07-10,2019-11-26,1,1.1977498956249287e-100
20449,20449,3843355,(2019 OA1),-0.6383376713412225,False,0,1.5446091716732978e-36,3,0,2.3499844918150954,0.04694483955523754,2019-07-25,2019-08-04,1,1.1977498956249287e-100
20450,20450,3843356,(2019 OB1),-0.637915648709679,False,0,1.5446091716732978e-36,2,1,2.103474660058448,0.04462521070315699,2019-07-26,2019-07-26,3,1.1977498956249287e-100
20451,20451,3843359,(2019 OH1),-0.6385304330296843,False,0,1.5446091716732978e-36,26,2,1.7126102003329902,0.04346316225894523,2019-07-26,2021-08-30,2,1.1977498956249287e-100
20452,20452,3843360,(2019 OJ1),-0.6386570398191473,False,0,1.5446091716732978e-36,15,1,1.987650558709951,0.046107204320073605,2019-07-26,2019-09-03,3,1.1977498956249287e-100
20453,20453,3843361,(2019 OK1),-0.6383490773582913,False,0,1.5446091716732978e-36,9,1,2.1176930740932507,0.04445036284136987,2019-07-26,2019-09-06,3,1.1977498956249287e-100
20454,20454,3843362,(2019 OL1),-0.6386114157508723,False,0,1.5446091716732978e-36,27,0,2.188964183410713,0.044619154349050935,2019-07-24,2019-12-19,1,1.1977498956249287e-100
20455,20455,3843363,(2019 OM1),-0.6386684458362161,True,0,1.5446091716732978e-36,9,1,1.7898174924983663,0.04605099245007868,2019-07-05,2020-03-16,3,1.1977498956249287e-100
20456,20456,3843368,(2019 ON1),-0.6382692352388101,False,0,1.5446091716732978e-36,2,0,2.380283342172762,0.04561565585825435,2019-07-03,2019-07-29,1,1.1977498956249287e-100
20457,20457,3843374,(2019 OO1),-0.6384289194777725,False,0,1.5446091716732978e-36,5,0,2.2233170786737464,0.04638257703014592,2019-07-27,2019-09-03,1,1.1977498956249287e-100
20458,20458,3843373,(2019 OP1),-0.6384631375289787,False,0,1.5446091716732978e-36,5,0,2.5717788564440305,0.04626172320696012,2019-07-26,2019-08-07,1,1.1977498956249287e-100
20459,20459,3843370,(2019 OQ1),-0.6384061074436349,False,0,1.5446091716732978e-36,4,1,2.005536736510588,0.046317049974908375,2019-07-27,2019-08-10,3,1.1977498956249287e-100
20460,20460,3843371,(2019 OR1),-0.6387368819386285,True,0,1.5446091716732978e-36,30,2,1.6056303405089376,0.043549953858341386,2019-07-27,2021-12-05,2,1.1977498956249287e-100
20461,20461,3843369,(2019 OS1),-0.6385578074706493,False,0,1.5446091716732978e-36,6,2,1.6610730682643187,0.04336330780521061,2019-06-12,2019-08-04,2,1.1977498956249287e-100
20462,20462,3843372,(2019 OT1),-0.6384061074436349,False,0,1.5446091716732978e-36,4,0,2.55261391164811,0.04435551499760992,2019-07-26,2019-08-08,1,1.1977498956249287e-100
20463,20463,3843375,(2019 OU1),-0.6385201676143224,False,0,1.5446091716732978e-36,17,1,1.9188759714230745,0.04661807895630888,2019-07-25,2019-08-27,3,1.1977498956249287e-100
20464,20464,3843391,(2019 OZ1),-0.6386114157508723,False,0,1.5446091716732978e-36,11,1,2.0430873106306944,0.04435156687028315,2019-07-03,2020-02-23,3,1.1977498956249287e-100
20465,20465,3843376,(2019 OA2),-0.6384403254948412,False,0,1.5446091716732978e-36,5,1,1.7120584301810535,0.04622898326022596,2019-07-24,2019-08-11,3,1.1977498956249287e-100
20466,20466,3843377,(2019 OD2),-0.6384403254948412,False,0,1.5446091716732978e-36,4,0,2.173401071366434,0.04402133578521867,2019-07-26,2019-08-05,1,1.1977498956249287e-100
